second,Volt
-0.010000000000000,0.02814070320000
-0.009999680000000,0.00000000000000
-0.009999360000000,0.07638190870000
-0.009999040000000,0.00402010050000
-0.009998720000000,0.07638190870000
-0.009998400000000,0.01206030140000
-0.009998080000000,0.01608040180000
-0.009997760000000,0.07236180830000
-0.009997440000000,0.06030150690000
-0.009997120000000,0.06030150690000
-0.009996800000000,-0.02010050230000
-0.009996480000000,0.03618090410000
-0.009996160000000,-0.02412060280000
-0.009995840000000,-0.03216080370000
-0.009995520000000,-0.01608040180000
-0.009995200000000,-0.02412060280000
-0.009994880000000,0.04422110510000
-0.009994560000000,0.00804020090000
-0.009994240000000,0.06432160740000
-0.009993920000000,-0.01206030140000
-0.009993600000000,0.06030150690000
-0.009993280000000,-0.08040200920000
-0.009992960000000,0.04824120550000
-0.009992640000000,-0.04824120550000
-0.009992320000000,-0.02010050230000
-0.009992000000000,-0.05628140640000
-0.009991680000000,-0.00804020090000
-0.009991360000000,-0.02814070320000
-0.009991040000000,0.04824120550000
-0.009990720000000,-0.06030150690000
-0.009990400000000,-0.02010050230000
-0.009990080000000,0.03216080370000
-0.009989760000000,0.07236180830000
-0.009989440000000,0.03618090410000
-0.009989120000000,0.01206030140000
-0.009988800000000,-0.06432160730000
-0.009988480000000,-0.00402010050000
-0.009988160000000,0.02412060280000
-0.009987840000000,0.04824120550000
-0.009987520000000,-0.04824120550000
-0.009987200000000,-0.04824120550000
-0.009986880000000,-0.08844221010000
-0.009986560000000,-0.10452261190000
-0.009986240000000,-0.04422110510000
-0.009985920000000,0.01608040180000
-0.009985600000000,0.02814070320000
-0.009985280000000,0.00804020090000
-0.009984960000000,-0.01608040180000
-0.009984640000000,-0.02814070320000
-0.009984320000000,0.00000000000000
-0.009984000000000,-0.09246231060000
-0.009983680000000,-0.06432160740000
-0.009983360000000,0.01608040180000
-0.009983040000000,0.04824120550000
-0.009982720000000,-0.10050251150000
-0.009982400000000,-0.08844221010000
-0.009982080000000,0.02010050230000
-0.009981760000000,-0.03216080370000
-0.009981440000000,-0.02814070320000
-0.009981120000000,-0.04020100460000
-0.009980800000000,0.00000000000000
-0.009980480000000,-0.06834170780000
-0.009980160000000,-0.11256281290000
-0.009979840000000,-0.02814070320000
-0.009979520000000,-0.04824120550000
-0.009979200000000,-0.12462311420000
-0.009978880000000,-0.11658291330000
-0.009978560000000,-0.08442210960000
-0.009978240000000,-0.14070351610000
-0.009977920000000,-0.01608040180000
-0.009977600000000,-0.08040200920000
-0.009977280000000,-0.00804020090000
-0.009976960000000,-0.11256281290000
-0.009976640000000,-0.03618090410000
-0.009976320000000,-0.12462311420000
-0.009976000000000,-0.10452261190000
-0.009975680000000,-0.04422110510000
-0.009975360000000,-0.07638190870000
-0.009975040000000,-0.06834170780000
-0.009974720000000,-0.09648241100000
-0.009974400000000,0.00402010050000
-0.009974080000000,-0.01206030140000
-0.009973760000000,-0.05226130600000
-0.009973440000000,-0.11658291330000
-0.009973120000000,-0.04422110510000
-0.009972800000000,-0.06834170780000
-0.009972480000000,-0.05226130600000
-0.009972160000000,-0.06432160740000
-0.009971840000000,-0.05628140640000
-0.009971520000000,-0.05628140640000
-0.009971200000000,-0.15678391790000
-0.009970880000000,-0.14472361650000
-0.009970560000000,-0.10854271240000
-0.009970240000000,-0.11658291330000
-0.009969920000000,-0.14874371700000
-0.009969600000000,0.00402010050000
-0.009969280000000,-0.13266331520000
-0.009968960000000,-0.03216080370000
-0.009968640000000,-0.06030150690000
-0.009968320000000,-0.02010050230000
-0.009968000000000,-0.06834170780000
-0.009967680000000,-0.00804020090000
-0.009967360000000,-0.11256281290000
-0.009967040000000,-0.12462311420000
-0.009966720000000,-0.13266331520000
-0.009966400000000,-0.02010050230000
-0.009966080000000,-0.05226130600000
-0.009965760000000,-0.12060301380000
-0.009965440000000,-0.10452261190000
-0.009965120000000,-0.14874371700000
-0.009964800000000,-0.05226130600000
-0.009964480000000,-0.11658291330000
-0.009964160000000,-0.09246231060000
-0.009963840000000,-0.11658291330000
-0.009963520000000,-0.14874371700000
-0.009963200000000,-0.07638190870000
-0.009962880000000,-0.08040200920000
-0.009962560000000,-0.07236180830000
-0.009962240000000,-0.10854271240000
-0.009961920000000,-0.05226130600000
-0.009961600000000,0.00000000000000
-0.009961280000000,-0.17286431970000
-0.009960960000000,-0.12060301380000
-0.009960640000000,-0.11658291330000
-0.009960320000000,-0.06030150690000
-0.009960000000000,-0.10050251150000
-0.009959680000000,-0.17286431980000
-0.009959360000000,-0.04020100460000
-0.009959040000000,-0.12864321470000
-0.009958720000000,-0.10854271240000
-0.009958400000000,-0.15276381750000
-0.009958080000000,-0.10452261190000
-0.009957760000000,-0.05226130600000
-0.009957440000000,-0.02412060280000
-0.009957120000000,-0.07236180830000
-0.009956800000000,-0.12462311420000
-0.009956480000000,-0.02814070320000
-0.009956160000000,-0.01206030140000
-0.009955840000000,-0.11658291330000
-0.009955520000000,-0.00804020090000
-0.009955200000000,0.02010050230000
-0.009954880000000,-0.10854271240000
-0.009954560000000,-0.12462311420000
-0.009954240000000,-0.14874371700000
-0.009953920000000,-0.04020100460000
-0.009953600000000,-0.10854271240000
-0.009953280000000,-0.11256281290000
-0.009952960000000,-0.07236180830000
-0.009952640000000,-0.02814070320000
-0.009952320000000,-0.07638190870000
-0.009952000000000,-0.05628140640000
-0.009951680000000,-0.01608040180000
-0.009951360000000,0.03216080370000
-0.009951040000000,-0.00804020090000
-0.009950720000000,-0.03216080370000
-0.009950400000000,-0.04020100460000
-0.009950080000000,-0.11256281290000
-0.009949760000000,-0.10854271240000
-0.009949440000000,-0.02814070320000
-0.009949120000000,-0.02412060280000
-0.009948800000000,-0.00402010050000
-0.009948480000000,0.02412060280000
-0.009948160000000,-0.04422110500000
